dwaCode	title	fileName	action	object	iwaCode	iwaTitle	workActivityCode	workActivityName	taskMappings
4.A.4.b.4.I12.D36	Coordinate resource procurement activities.	CoordinateResourceProcurementActivities	Coordinate	Resource Procurement Activities	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	6
4.A.4.b.4.I12.D37	Coordinate operational activities.	CoordinateOperationalActivities	Coordinate	Operational Activities	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	19
4.A.4.b.4.I12.D38	Manage healthcare operations.	ManageHealthcareOperations	Manage	Healthcare Operations	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	19
4.A.4.b.4.I12.D39	Direct organizational operations, projects, or services.	DirectOrganizationalOperationsProjectsServices	Direct	Organizational Operations Projects Services	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	30
4.A.4.b.4.I13.D01	Plan employee work schedules.	PlanEmployeeWorkSchedules	Plan	Employee Work Schedules	4.A.4.b.4.I13	Assign work to others	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	3
4.A.4.b.4.I13.D02	Prepare staff schedules or work assignments.	PrepareStaffSchedulesWorkAssignments	Prepare	Staff Schedules Work Assignments	4.A.4.b.4.I13	Assign work to others	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	13
4.A.4.b.4.I13.D03	Prepare activity or work schedules.	PrepareActivityWorkSchedules	Prepare	Activity Work Schedules	4.A.4.b.4.I13	Assign work to others	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	6
4.A.4.b.4.I13.D04	Prepare employee work schedules.	PrepareEmployeeWorkSchedules	Prepare	Employee Work Schedules	4.A.4.b.4.I13	Assign work to others	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	10
4.A.4.b.4.I13.D05	Assign class work to students.	AssignClassWorkStudents	Assign	Class Work Students	4.A.4.b.4.I13	Assign work to others	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	7
4.A.4.b.4.I13.D06	Assign duties or work schedules to employees.	AssignDutiesWorkSchedulesEmployees	Assign	Duties Work Schedules Employees	4.A.4.b.4.I13	Assign work to others	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	21
4.A.4.b.4.I14.D01	Coordinate regulatory documentation activities.	CoordinateRegulatoryDocumentationActivities	Coordinate	Regulatory Documentation Activities	4.A.4.b.4.I14	Coordinate regulatory compliance activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	10
4.A.4.b.4.I14.D02	Coordinate safety or regulatory compliance activities.	CoordinateSafetyRegulatoryComplianceActivities	Coordinate	Safety Regulatory Compliance Activities	4.A.4.b.4.I14	Coordinate regulatory compliance activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	8
4.A.4.b.4.I14.D03	Manage documentation to ensure organization or accuracy.	ManageDocumentationEnsureOrganizationAccuracy	Manage	Documentation Ensure Organization Accuracy	4.A.4.b.4.I14	Coordinate regulatory compliance activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	6
4.A.4.b.4.I15.D01	Direct emergency management activities.	DirectEmergencyManagementActivities	Direct	Emergency Management Activities	4.A.4.b.4.I15	Direct security or safety activities or operations	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	7
4.A.4.b.4.I15.D02	Manage organizational security activities.	ManageOrganizationalSecurityActivities	Manage	Organizational Security Activities	4.A.4.b.4.I15	Direct security or safety activities or operations	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	11
4.A.4.b.4.I15.D03	Direct fire fighting or prevention activities.	DirectFireFightingPreventionActivities	Direct	Fire Fighting Prevention Activities	4.A.4.b.4.I15	Direct security or safety activities or operations	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	14
4.A.4.b.4.I15.D04	Coordinate enforcement of laws or regulations.	CoordinateEnforcementLawsRegulations	Coordinate	Enforcement Laws Regulations	4.A.4.b.4.I15	Direct security or safety activities or operations	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	6
4.A.4.b.4.I15.D05	Direct security operations.	DirectSecurityOperations	Direct	Security Operations	4.A.4.b.4.I15	Direct security or safety activities or operations	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	3
4.A.4.b.4.I16.D01	Direct criminal investigations.	DirectCriminalInvestigations	Direct	Criminal Investigations	4.A.4.b.4.I16	Direct legal activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	3
4.A.4.b.4.I16.D02	Direct law enforcement activities.	DirectLawEnforcementActivities	Direct	Law Enforcement Activities	4.A.4.b.4.I16	Direct legal activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	6
4.A.4.b.4.I16.D03	Coordinate legal schedules or activities.	CoordinateLegalSchedulesActivities	Coordinate	Legal Schedules Activities	4.A.4.b.4.I16	Direct legal activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	8
4.A.4.b.4.I16.D04	Direct courtroom activities or procedures.	DirectCourtroomActivitiesProcedures	Direct	Courtroom Activities Procedures	4.A.4.b.4.I16	Direct legal activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	6
4.A.4.b.5.I01.D01	Coach others.	CoachOthers	Coach	Others	4.A.4.b.5.I01	Coach others	4.A.4.b.5	Coaching and Developing Others	8
4.A.4.b.5.I02.D01	Encourage patients during therapeutic activities.	EncouragePatientsDuringTherapeuticActivities	Encourage	Patients During Therapeutic Activities	4.A.4.b.5.I02	Provide support or encouragement to others	4.A.4.b.5	Coaching and Developing Others	7
4.A.4.b.5.I02.D02	Visit individuals in their homes to provide support or information.	VisitIndividualsTheirHomesProvide	Visit	Individuals Their Homes Provide	4.A.4.b.5.I02	Provide support or encouragement to others	4.A.4.b.5	Coaching and Developing Others	7
4.A.4.b.5.I02.D03	Encourage students.	EncourageStudents	Encourage	Students	4.A.4.b.5.I02	Provide support or encouragement to others	4.A.4.b.5	Coaching and Developing Others	14
4.A.4.b.5.I02.D04	Interact with patients to build rapport or provide emotional support.	InteractPatientsBuildRapportProvide	Interact	Patients Build Rapport Provide	4.A.4.b.5.I02	Provide support or encouragement to others	4.A.4.b.5	Coaching and Developing Others	8
4.A.4.b.5.I02.D05	Support the professional development of others.	SupportProfessionalDevelopmentOthers	Support	Professional Development Others	4.A.4.b.5.I02	Provide support or encouragement to others	4.A.4.b.5	Coaching and Developing Others	15
4.A.4.b.5.I02.D06	Encourage patients or clients to develop life skills.	EncouragePatientsClientsDevelopLife	Encourage	Patients Clients Develop Life	4.A.4.b.5.I02	Provide support or encouragement to others	4.A.4.b.5	Coaching and Developing Others	3
4.A.4.b.6.I01.D01	Provide health and wellness advice to patients, program participants, or caregivers.	ProvideHealthWellnessAdvicePatients	Provide	Health Wellness Advice Patients	4.A.4.b.6.I01	Advise patients or clients on medical issues	4.A.4.b.6	Providing Consultation and Advice to Others	29
4.A.4.b.6.I01.D02	Advise patients on preventive care techniques.	AdvisePatientsPreventiveCareTechniques	Advise	Patients Preventive Care Techniques	4.A.4.b.6.I01	Advise patients or clients on medical issues	4.A.4.b.6	Providing Consultation and Advice to Others	3
4.A.4.b.6.I01.D03	Provide medical or cosmetic advice for clients.	ProvideMedicalCosmeticAdviceClients	Provide	Medical Cosmetic Advice Clients	4.A.4.b.6.I01	Advise patients or clients on medical issues	4.A.4.b.6	Providing Consultation and Advice to Others	9
4.A.4.b.6.I01.D04	Advise patients on effects of health conditions or treatments.	AdvisePatientsEffectsHealthConditions	Advise	Patients Effects Health Conditions	4.A.4.b.6.I01	Advise patients or clients on medical issues	4.A.4.b.6	Providing Consultation and Advice to Others	12
4.A.4.b.6.I01.D05	Advise patients on healthcare system processes.	AdvisePatientsHealthcareSystemProcesses	Advise	Patients Healthcare System Processes	4.A.4.b.6.I01	Advise patients or clients on medical issues	4.A.4.b.6	Providing Consultation and Advice to Others	4
4.A.4.b.6.I02.D01	Recommend types of assistive devices.	RecommendTypesAssistiveDevices	Recommend	Types Assistive Devices	4.A.4.b.6.I02	Advise others on products or services	4.A.4.b.6	Providing Consultation and Advice to Others	9
4.A.4.b.6.I02.D02	Advise customers on technical or procedural issues.	AdviseCustomersTechnicalProceduralIssues	Advise	Customers Technical Procedural Issues	4.A.4.b.6.I02	Advise others on products or services	4.A.4.b.6	Providing Consultation and Advice to Others	9
4.A.4.b.6.I02.D03	Advise customers on the use of products or services.	AdviseCustomersUseProductsServices	Advise	Customers Use Products Services	4.A.4.b.6.I02	Advise others on products or services	4.A.4.b.6	Providing Consultation and Advice to Others	26
4.A.4.b.6.I02.D04	Recommend products or services to customers.	RecommendProductsServicesCustomers	Recommend	Products Services Customers	4.A.4.b.6.I02	Advise others on products or services	4.A.4.b.6	Providing Consultation and Advice to Others	11
4.A.4.b.6.I03.D01	Advise others about environmental management or conservation.	AdviseOthersAboutEnvironmentalManagement	Advise	Others About Environmental Management	4.A.4.b.6.I03	Advise others on environmental sustainability or green practices	4.A.4.b.6	Providing Consultation and Advice to Others	17
4.A.4.b.6.I03.D02	Advise others regarding green practices or environmental concerns.	AdviseOthersRegardingGreenPractices	Advise	Others Regarding Green Practices	4.A.4.b.6.I03	Advise others on environmental sustainability or green practices	4.A.4.b.6	Providing Consultation and Advice to Others	11
4.A.4.b.6.I03.D03	Advise others on green energy or related technologies.	AdviseOthersGreenEnergyRelated	Advise	Others Green Energy Related	4.A.4.b.6.I03	Advise others on environmental sustainability or green practices	4.A.4.b.6	Providing Consultation and Advice to Others	4
4.A.4.b.6.I03.D04	Advise others about land management or conservation.	AdviseOthersAboutLandManagement	Advise	Others About Land Management	4.A.4.b.6.I03	Advise others on environmental sustainability or green practices	4.A.4.b.6	Providing Consultation and Advice to Others	8
4.A.4.b.6.I04.D01	Provide technical guidance to other personnel.	ProvideTechnicalGuidancePersonnel	Provide	Technical Guidance Personnel	4.A.4.b.6.I04	Advise others on the design or use of technologies	4.A.4.b.6	Providing Consultation and Advice to Others	15
4.A.4.b.6.I04.D02	Provide technical support for software maintenance or use.	ProvideTechnicalSupportSoftwareMaintenance	Provide	Technical Support Software Maintenance	4.A.4.b.6.I04	Advise others on the design or use of technologies	4.A.4.b.6	Providing Consultation and Advice to Others	13
4.A.4.b.6.I04.D03	Provide recommendations to others about computer hardware.	ProvideRecommendationsOthersAboutComputer	Provide	Recommendations Others About Computer	4.A.4.b.6.I04	Advise others on the design or use of technologies	4.A.4.b.6	Providing Consultation and Advice to Others	9
4.A.4.b.6.I04.D04	Advise others on the development or use of new technologies.	AdviseOthersDevelopmentUseNew	Advise	Others Development Use New	4.A.4.b.6.I04	Advise others on the design or use of technologies	4.A.4.b.6	Providing Consultation and Advice to Others	6
4.A.4.b.6.I04.D05	Provide technical support for computer network issues.	ProvideTechnicalSupportComputerNetwork	Provide	Technical Support Computer Network	4.A.4.b.6.I04	Advise others on the design or use of technologies	4.A.4.b.6	Providing Consultation and Advice to Others	7
4.A.4.b.6.I04.D06	Recommend changes to improve computer or information systems.	RecommendChangesImproveComputerInformation	Recommend	Changes Improve Computer Information	4.A.4.b.6.I04	Advise others on the design or use of technologies	4.A.4.b.6	Providing Consultation and Advice to Others	23
4.A.4.b.6.I05.D01	Advise others on farming or forestry operations, regulations, or equipment.	AdviseOthersFarmingForestryOperations	Advise	Others Farming Forestry Operations	4.A.4.b.6.I05	Advise others on business or operational matters	4.A.4.b.6	Providing Consultation and Advice to Others	5
4.A.4.b.6.I05.D02	Advise others on logistics topics.	AdviseOthersLogisticsTopics	Advise	Others Logistics Topics	4.A.4.b.6.I05	Advise others on business or operational matters	4.A.4.b.6	Providing Consultation and Advice to Others	4
4.A.4.b.6.I05.D03	Recommend personnel decisions or human resources activities.	RecommendPersonnelDecisionsHumanResources	Recommend	Personnel Decisions Human Resources	4.A.4.b.6.I05	Advise others on business or operational matters	4.A.4.b.6	Providing Consultation and Advice to Others	6
4.A.4.b.6.I05.D04	Recommend packing or shipping methods.	RecommendPackingShippingMethods	Recommend	Packing Shipping Methods	4.A.4.b.6.I05	Advise others on business or operational matters	4.A.4.b.6	Providing Consultation and Advice to Others	6
4.A.4.b.6.I05.D05	Advise others on analytical techniques.	AdviseOthersAnalyticalTechniques	Advise	Others Analytical Techniques	4.A.4.b.6.I05	Advise others on business or operational matters	4.A.4.b.6	Providing Consultation and Advice to Others	6
4.A.4.b.6.I05.D06	Advise others on issues related to repairs, installation, or equipment design.	AdviseOthersIssuesRelatedRepairs	Advise	Others Issues Related Repairs	4.A.4.b.6.I05	Advise others on business or operational matters	4.A.4.b.6	Providing Consultation and Advice to Others	7
4.A.4.b.6.I05.D07	Recommend organizational process or policy changes.	RecommendOrganizationalProcessPolicyChanges	Recommend	Organizational Process Policy Changes	4.A.4.b.6.I05	Advise others on business or operational matters	4.A.4.b.6	Providing Consultation and Advice to Others	21
4.A.4.b.6.I05.D08	Advise others on human resources topics.	AdviseOthersHumanResourcesTopics	Advise	Others Human Resources Topics	4.A.4.b.6.I05	Advise others on business or operational matters	4.A.4.b.6	Providing Consultation and Advice to Others	9
4.A.4.b.6.I05.D09	Recommend technical design or process changes to improve efficiency, quality, or performance.	RecommendTechnicalDesignProcessChanges	Recommend	Technical Design Process Changes	4.A.4.b.6.I05	Advise others on business or operational matters	4.A.4.b.6	Providing Consultation and Advice to Others	28
4.A.4.b.6.I05.D10	Advise others on business or operational matters.	AdviseOthersBusinessOperationalMatters	Advise	Others Business Operational Matters	4.A.4.b.6.I05	Advise others on business or operational matters	4.A.4.b.6	Providing Consultation and Advice to Others	40
4.A.4.b.6.I05.D11	Advise others on ways to improve processes or products.	AdviseOthersWaysImproveProcesses	Advise	Others Ways Improve Processes	4.A.4.b.6.I05	Advise others on business or operational matters	4.A.4.b.6	Providing Consultation and Advice to Others	11
4.A.4.b.6.I05.D12	Recommend changes or corrective procedures.	RecommendChangesCorrectiveProcedures	Recommend	Changes Corrective Procedures	4.A.4.b.6.I05	Advise others on business or operational matters	4.A.4.b.6	Providing Consultation and Advice to Others	8
